         58140714 function calls (58122759 primitive calls) in 162.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 simpledialog.py:114(Dialog)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:325(_QueryInteger)
        1    0.000    0.000    0.000    0.000 simpledialog.py:344(_QueryFloat)
        1    0.000    0.000    0.000    0.000 simpledialog.py:363(_QueryString)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       14    0.000    0.000    0.000    0.000 six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
      363    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      364    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      365    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      366    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 space.py:1(<module>)
        2    0.000    0.000    0.000    0.000 space.py:18(__init__)
    70973    0.019    0.000    0.020    0.000 space.py:24(np_random)
        1    0.000    0.000    0.000    0.000 space.py:39(seed)
        1    0.000    0.000    0.000    0.000 space.py:4(Space)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
        1    0.000    0.000    0.001    0.001 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
       24    0.000    0.000    0.000    0.000 spines.py:149(get_patch_transform)
       24    0.000    0.000    0.000    0.000 spines.py:212(get_path)
  160/152    0.000    0.000    0.000    0.000 spines.py:215(_ensure_position_is_set)
        8    0.000    0.000    0.001    0.000 spines.py:221(register_axis)
        8    0.000    0.000    0.001    0.000 spines.py:234(cla)
       16    0.000    0.000    0.000    0.000 spines.py:240(_adjust_location)
        8    0.000    0.000    0.002    0.000 spines.py:31(__init__)
       16    0.000    0.000    0.003    0.000 spines.py:348(draw)
        8    0.000    0.000    0.000    0.000 spines.py:355(set_position)
  160/152    0.001    0.000    0.001    0.000 spines.py:391(get_spine_transform)
        8    0.000    0.000    0.002    0.000 spines.py:484(linear_spine)
      256    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      256    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       57    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       57    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      481    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       23    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      373    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  215/181    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      158    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      187    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      374    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      187    0.000    0.000    0.014    0.000 sre_compile.py:598(_code)
      257    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
  959/187    0.004    0.000    0.010    0.000 sre_compile.py:71(_compile)
      187    0.001    0.000    0.040    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
     1001    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     2158    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     6567    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      502    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     2170    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1151/382    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
      188    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     5286    0.002    0.000    0.002    0.000 sre_parse.py:233(__next)
     2669    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     4343    0.001    0.000    0.003    0.000 sre_parse.py:254(get)
        5    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1398    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      108    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      283    0.000    0.000    0.001    0.000 sre_parse.py:343(_escape)
      165    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
  429/187    0.001    0.000    0.023    0.000 sre_parse.py:411(_parse_sub)
  485/194    0.009    0.000    0.022    0.000 sre_parse.py:469(_parse)
      187    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      765    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       83    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      194    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      187    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      187    0.001    0.000    0.024    0.000 sre_parse.py:913(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
      194    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 stats_recorder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stats_recorder.py:9(StatsRecorder)
        1    0.000    0.000    0.000    0.000 std.py:100(<listcomp>)
     1023    0.004    0.000    0.006    0.000 std.py:104(acquire)
     1023    0.003    0.000    0.004    0.000 std.py:108(release)
        4    0.000    0.000    0.000    0.000 std.py:112(__enter__)
     1020    0.006    0.000    0.207    0.000 std.py:1147(__str__)
        4    0.000    0.000    0.000    0.000 std.py:115(__exit__)
        2    0.000    0.000    0.000    0.000 std.py:1150(_comparable)
        2    0.000    0.000    0.000    0.000 std.py:1154(__hash__)
    10001    0.019    0.000    0.352    0.000 std.py:1157(__iter__)
        1    0.000    0.000    0.001    0.001 std.py:118(create_mp_lock)
     1009    0.012    0.000    0.331    0.000 std.py:1195(update)
        1    0.000    0.000    0.000    0.000 std.py:1262(close)
        2    0.000    0.000    0.000    0.000 std.py:1283(fp_write)
        1    0.000    0.000    0.000    0.000 std.py:1298(<lambda>)
     1019    0.005    0.000    0.323    0.000 std.py:1322(refresh)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        9    0.000    0.000    0.011    0.001 std.py:1399(set_postfix)
       18    0.000    0.000    0.000    0.000 std.py:1425(<genexpr>)
     1020    0.008    0.000    0.010    0.000 std.py:1443(format_dict)
     1020    0.004    0.000    0.308    0.000 std.py:1461(display)
     1020    0.002    0.000    0.003    0.000 std.py:155(__init__)
     1020    0.000    0.000    0.000    0.000 std.py:165(colour)
     1020    0.001    0.000    0.001    0.000 std.py:169(colour)
     1020    0.005    0.000    0.006    0.000 std.py:188(__format__)
        1    0.000    0.000    0.000    0.000 std.py:217(EMA)
        3    0.000    0.000    0.000    0.000 std.py:229(__init__)
     6082    0.008    0.000    0.008    0.000 std.py:234(__call__)
        1    0.000    0.000    0.000    0.000 std.py:248(tqdm)
     2039    0.004    0.000    0.010    0.000 std.py:289(format_interval)
        1    0.000    0.000    0.000    0.000 std.py:330(status_printer)
        1    0.000    0.000    0.000    0.000 std.py:34(TqdmTypeError)
     1020    0.003    0.000    0.028    0.000 std.py:340(fp_write)
     1020    0.003    0.000    0.096    0.000 std.py:346(print_status)
     1020    0.035    0.000    0.191    0.000 std.py:353(format_meter)
        1    0.000    0.000    0.000    0.000 std.py:38(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 std.py:42(TqdmWarning)
        1    0.000    0.000    0.000    0.000 std.py:54(TqdmExperimentalWarning)
        1    0.000    0.000    0.002    0.002 std.py:560(__new__)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        1    0.000    0.000    0.000    0.000 std.py:583(_decr_instances)
        1    0.000    0.000    0.000    0.000 std.py:59(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 std.py:64(TqdmMonitorWarning)
        1    0.000    0.000    0.001    0.001 std.py:657(get_lock)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.001    0.001 std.py:842(__init__)
        1    0.000    0.000    0.001    0.001 std.py:9(<module>)
        1    0.000    0.000    0.001    0.001 std.py:92(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:233(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:313(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:365(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:416(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:420(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:495(OutOfBounds)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
       92    0.001    0.000    0.001    0.000 stride_tricks.py:414(_broadcast_shape)
       92    0.000    0.000    0.000    0.000 stride_tricks.py:474(_broadcast_arrays_dispatcher)
       92    0.000    0.000    0.001    0.000 stride_tricks.py:478(broadcast_arrays)
       92    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
      276    0.000    0.000    0.000    0.000 stride_tricks.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        6    0.000    0.000    0.000    0.000 subprocess.py:1014(wait)
        6    0.000    0.000    0.000    0.000 subprocess.py:1358(_get_handles)
        6    0.001    0.000    0.015    0.003 subprocess.py:1412(_execute_child)
        6    0.000    0.000    0.000    0.000 subprocess.py:1555(_handle_exitstatus)
        6    0.000    0.000    0.000    0.000 subprocess.py:1573(_internal_poll)
        6    0.000    0.000    0.000    0.000 subprocess.py:1608(_try_wait)
        6    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
        6    0.000    0.000    0.000    0.000 subprocess.py:240(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        6    0.000    0.000    0.016    0.003 subprocess.py:681(__init__)
        6    0.000    0.000    0.000    0.000 subprocess.py:844(__enter__)
        6    0.000    0.000    0.000    0.000 subprocess.py:847(__exit__)
        6    0.000    0.000    0.000    0.000 subprocess.py:875(__del__)
       12    0.000    0.000    0.000    0.000 subprocess.py:890(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:11(SyncVectorEnv)
        1    0.000    0.000    0.001    0.001 synchronize.py:11(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.003    0.003 table.py:20(<module>)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.003    0.003 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.002    0.002 texmanager.py:28(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:47(TexManager)
       84    0.000    0.000    0.001    0.000 text.py:1039(set_fontsize)
        1    0.000    0.000    0.000    0.000 text.py:104(Text)
        4    0.000    0.000    0.000    0.000 text.py:1057(set_fontweight)
       40    0.000    0.000    0.001    0.000 text.py:1091(set_position)
      278    0.000    0.000    0.001    0.000 text.py:1102(set_x)
      318    0.000    0.000    0.000    0.000 text.py:1113(set_y)
        2    0.000    0.000    0.000    0.000 text.py:1124(set_rotation)
      174    0.000    0.000    0.000    0.000 text.py:1137(set_verticalalignment)
      394    0.000    0.000    0.000    0.000 text.py:1151(set_text)
       78    0.000    0.000    0.001    0.000 text.py:1169(_preprocess_math)
       90    0.000    0.000    0.005    0.000 text.py:1190(set_fontproperties)
       90    0.000    0.000    0.000    0.000 text.py:1204(set_usetex)
      156    0.000    0.000    0.000    0.000 text.py:1218(get_usetex)
        1    0.000    0.000    0.000    0.000 text.py:1245(OffsetFrom)
       90    0.001    0.000    0.011    0.000 text.py:127(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1328(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1523(Annotation)
      230    0.001    0.000    0.007    0.000 text.py:168(update)
       12    0.000    0.000    0.001    0.000 text.py:218(_get_xy_display)
       26    0.000    0.000    0.000    0.000 text.py:225(_get_multialignment)
       78    0.000    0.000    0.001    0.000 text.py:231(get_rotation)
       92    0.000    0.000    0.000    0.000 text.py:235(set_rotation_mode)
      104    0.000    0.000    0.000    0.000 text.py:24(_wrap_text)
       26    0.000    0.000    0.000    0.000 text.py:250(get_rotation_mode)
       52    0.000    0.000    0.002    0.000 text.py:254(update_from)
      156    0.002    0.000    0.046    0.000 text.py:268(_get_layout)
        1    0.000    0.000    0.031    0.031 text.py:3(<module>)
       11    0.000    0.000    0.000    0.000 text.py:343(<listcomp>)
       15    0.000    0.000    0.000    0.000 text.py:346(<listcomp>)
       78    0.000    0.000    0.000    0.000 text.py:39(get_rotation)
        6    0.000    0.000    0.000    0.000 text.py:524(_update_clip_properties)
        6    0.000    0.000    0.000    0.000 text.py:531(set_clip_box)
       52    0.000    0.000    0.000    0.000 text.py:546(get_wrap)
       90    0.000    0.000    0.000    0.000 text.py:550(set_wrap)
      132    0.002    0.000    0.040    0.000 text.py:667(draw)
       52    0.000    0.000    0.000    0.000 text.py:735(get_color)
      272    0.001    0.000    0.001    0.000 text.py:820(get_unitless_position)
       52    0.000    0.000    0.000    0.000 text.py:828(get_position)
      156    0.001    0.000    0.002    0.000 text.py:834(get_prop_tup)
      378    0.000    0.000    0.000    0.000 text.py:852(get_text)
      116    0.002    0.000    0.056    0.000 text.py:863(get_window_extent)
       94    0.000    0.000    0.000    0.000 text.py:928(set_color)
      174    0.000    0.000    0.000    0.000 text.py:944(set_horizontalalignment)
        1    0.000    0.000    0.014    0.014 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        3    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:336(TextPath)
        6    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        9    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
      105    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      114    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1131(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        5    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
        4    0.000    0.000    0.000    0.000 threading.py:1314(main_thread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        9    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        3    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
        2    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:264(wait)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        5    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:524(clear)
        1    0.000    0.000    0.000    0.000 threading.py:534(wait)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        5    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        2    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:834(start)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1151(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1167(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1215(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1231(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1426(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1577(PercentFormatter)
        1    0.000    0.000    0.001    0.001 ticker.py:167(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1702(Locator)
       36    0.000    0.000    0.000    0.000 ticker.py:1749(raise_if_exceeds)
       12    0.000    0.000    0.000    0.000 ticker.py:1767(nonsingular)
        1    0.000    0.000    0.000    0.000 ticker.py:1829(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1858(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1902(NullLocator)
       18    0.000    0.000    0.000    0.000 ticker.py:1907(__call__)
       18    0.000    0.000    0.000    0.000 ticker.py:1910(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1922(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:196(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1998(MultipleLocator)
       36    0.000    0.000    0.001    0.000 ticker.py:2043(scale_range)
        1    0.000    0.000    0.000    0.000 ticker.py:2054(_Edge_integer)
       36    0.000    0.000    0.000    0.000 ticker.py:2061(__init__)
       72    0.000    0.000    0.000    0.000 ticker.py:2072(closeto)
       36    0.000    0.000    0.000    0.000 ticker.py:2082(le)
       36    0.000    0.000    0.000    0.000 ticker.py:2089(ge)
        1    0.000    0.000    0.000    0.000 ticker.py:2097(MaxNLocator)
       32    0.000    0.000    0.003    0.000 ticker.py:2109(__init__)
       32    0.000    0.000    0.001    0.000 ticker.py:2159(_validate_steps)
       32    0.000    0.000    0.001    0.000 ticker.py:2174(_staircase)
       32    0.000    0.000    0.003    0.000 ticker.py:2182(set_params)
       36    0.002    0.000    0.008    0.000 ticker.py:2227(_raw_ticks)
        1    0.000    0.000    0.000    0.000 ticker.py:224(TickHelper)
      128    0.000    0.000    0.000    0.000 ticker.py:227(set_axis)
       36    0.000    0.000    0.010    0.000 ticker.py:2287(__call__)
       36    0.000    0.000    0.009    0.000 ticker.py:2291(tick_values)
        4    0.000    0.000    0.000    0.000 ticker.py:2308(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:2385(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:245(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2597(SymmetricalLogLocator)
       32    0.000    0.000    0.004    0.000 ticker.py:260(format_ticks)
       32    0.000    0.000    0.001    0.000 ticker.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:2755(LogitLocator)
       32    0.000    0.000    0.000    0.000 ticker.py:283(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:2903(AutoLocator)
       32    0.000    0.000    0.003    0.000 ticker.py:2909(__init__)
      184    0.000    0.000    0.001    0.000 ticker.py:292(fix_minus)
        1    0.000    0.000    0.000    0.000 ticker.py:2923(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2984(OldAutoLocator)
       60    0.000    0.000    0.000    0.000 ticker.py:304(_set_locator)
        1    0.000    0.000    0.000    0.000 ticker.py:309(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:346(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:380(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:408(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:427(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:447(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
       32    0.000    0.000    0.000    0.000 ticker.py:531(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:562(set_useOffset)
       32    0.000    0.000    0.000    0.000 ticker.py:634(set_useMathText)
      136    0.000    0.000    0.001    0.000 ticker.py:652(__call__)
       40    0.004    0.000    0.018    0.000 ticker.py:712(format_data_short)
        8    0.000    0.000    0.000    0.000 ticker.py:760(get_offset)
       32    0.000    0.000    0.006    0.000 ticker.py:788(set_locs)
       32    0.001    0.000    0.002    0.000 ticker.py:797(_compute_offset)
       16    0.000    0.000    0.000    0.000 ticker.py:821(<genexpr>)
       32    0.001    0.000    0.001    0.000 ticker.py:836(_set_order_of_magnitude)
       32    0.001    0.000    0.003    0.000 ticker.py:873(_set_format)
        1    0.000    0.000    0.000    0.000 ticker.py:936(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 time_aware_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 time_aware_observation.py:7(TimeAwareObservation)
        1    0.000    0.000    0.000    0.000 time_limit.py:1(<module>)
  1654687    1.947    0.000   18.626    0.000 time_limit.py:14(step)
    10010    0.012    0.000    0.146    0.000 time_limit.py:23(reset)
        1    0.000    0.000    0.000    0.000 time_limit.py:4(TimeLimit)
